bfs_nr,commune_ofs,canton,join_key,premium_region,log_pop_density,pop_density_2024,is_urban,pct_hh_1p,pct_hh_2p,pct_hh_3p,pct_hh_4p,pct_hh_5p_plus,pct_large_hh,pct_small_hh,social_assistance_rate,social_assistance_count,avg_premium_2025,avg_premium_2026,median_premium_2026,std_premium_2026,p10_premium_2026,p90_premium_2026,iqr_premium_2026,n_insurers_2026,premium_increase_pct,n_insurers_change,sa_estimated,sa_count_est
2886,Hölstein,BL,BL_H2,2,6.085182550981734,438.3,0.0,28.1,37.6,12.5,13.2,8.6,21.799999999999997,65.7,1.0,26.0,596.9,619.9,619.3,40.0,574.8,668.6,55.4,23.0,3.85,-2.0,1,1
2887,Lampenberg,BL,BL_H2,2,4.98292145552874,144.9,0.0,27.5,39.6,12.1,12.1,8.7,20.799999999999997,67.1,1.5,0.0,596.9,619.9,619.3,40.0,574.8,668.6,55.4,23.0,3.85,-2.0,1,1
2888,Langenbruck,BL,BL_H2,2,4.147885329150131,62.3,0.0,40.1,35.2,11.6,7.9,5.2,13.100000000000001,75.30000000000001,2.2,22.0,596.9,619.9,619.3,40.0,574.8,668.6,55.4,23.0,3.85,-2.0,0,0
2889,Lauwil,BL,BL_H2,2,3.8155121050473024,44.4,0.0,32.6,40.3,6.2,15.3,5.6,20.9,72.9,1.5,0.0,596.9,619.9,619.3,40.0,574.8,668.6,55.4,23.0,3.85,-2.0,1,1
2890,Liedertswil,BL,BL_H2,2,4.399375273008495,80.4,0.0,46.7,30.7,8.0,10.7,4.0,14.7,77.4,0.0,0.0,596.9,619.9,619.3,40.0,574.8,668.6,55.4,23.0,3.85,-2.0,0,0
2891,Niederdorf,BL,BL_H2,2,6.004627533634263,404.3,0.0,32.0,35.5,14.2,12.9,5.3,18.2,67.5,3.5,63.0,596.9,619.9,619.3,40.0,574.8,668.6,55.4,23.0,3.85,-2.0,1,1
2892,Oberdorf (BL),BL,BL_H2,2,6.030685260261263,415.0,0.0,32.4,34.2,12.8,13.1,7.5,20.6,66.6,3.2,82.0,596.9,619.9,619.3,40.0,574.8,668.6,55.4,23.0,3.85,-2.0,1,1
2893,Reigoldswil,BL,BL_H2,2,5.154446996128335,172.2,0.0,32.2,36.3,12.4,13.0,6.0,19.0,68.5,2.1,34.0,596.9,619.9,619.3,40.0,574.8,668.6,55.4,23.0,3.85,-2.0,1,1
2894,Titterten,BL,BL_H2,2,4.788324729085938,119.1,0.0,30.7,42.2,11.1,10.6,5.5,16.1,72.9,1.5,0.0,596.9,619.9,619.3,40.0,574.8,668.6,55.4,23.0,3.85,-2.0,1,1
2895,Waldenburg,BL,BL_H2,2,4.91338990965742,135.1,0.0,43.7,33.6,10.5,6.4,5.8,12.2,77.30000000000001,1.5,0.0,596.9,619.9,619.3,40.0,574.8,668.6,55.4,23.0,3.85,-2.0,0,0
2901,Gächlingen,SH,SH_H2,2,4.9788005705762375,144.3,0.0,31.8,37.5,8.5,14.6,7.6,22.2,69.3,1.2,12.0,526.4,539.9,541.1,32.6,497.8,583.1,46.0,23.0,2.56,-2.0,0,0
2903,Löhningen,SH,SH_H2,2,5.486455308663431,240.4,0.0,26.5,40.2,13.0,13.3,6.9,20.200000000000003,66.7,1.4,23.0,526.4,539.9,541.1,32.6,497.8,583.1,46.0,23.0,2.56,-2.0,0,0
2904,Neunkirch,SH,SH_H2,2,5.006627272698717,148.4,0.0,34.1,35.2,11.5,15.4,3.9,19.3,69.30000000000001,1.6,42.0,526.4,539.9,541.1,32.6,497.8,583.1,46.0,23.0,2.56,-2.0,0,0
2914,Büttenhardt,SH,SH_H2,2,4.705015520957808,109.5,0.0,25.0,44.1,12.2,14.4,4.3,18.7,69.1,1.5,0.0,526.4,539.9,541.1,32.6,497.8,583.1,46.0,23.0,2.56,-2.0,0,0
2915,Dörflingen,SH,SH_H2,2,5.206202077640231,181.4,0.0,25.4,42.3,13.8,13.4,5.1,18.5,67.69999999999999,1.5,0.0,526.4,539.9,541.1,32.6,497.8,583.1,46.0,23.0,2.56,-2.0,0,0
2917,Lohn (SH),SH,SH_H2,2,5.056882545261575,156.1,0.0,31.0,33.2,13.2,15.7,6.9,22.6,64.2,1.5,0.0,526.4,539.9,541.1,32.6,497.8,583.1,46.0,23.0,2.56,-2.0,1,1
2919,Stetten (SH),SH,SH_H2,2,5.750347943803522,313.3,0.0,19.7,34.4,15.5,22.2,8.2,30.4,54.099999999999994,1.5,0.0,526.4,539.9,541.1,32.6,497.8,583.1,46.0,23.0,2.56,-2.0,1,1
2920,Thayngen,SH,SH_H2,2,5.6910349018336985,295.2,0.0,35.1,34.3,13.7,11.3,5.7,17.0,69.4,0.8,45.0,526.4,539.9,541.1,32.6,497.8,583.1,46.0,23.0,2.56,-2.0,0,0
2931,Bargen (SH),SH,SH_H2,2,3.7471483622379123,41.4,0.0,37.1,39.5,12.0,6.0,5.4,11.4,76.6,2.4,8.0,526.4,539.9,541.1,32.6,497.8,583.1,46.0,23.0,2.56,-2.0,0,0
2932,Beringen,SH,SH_H2,2,5.6458001921178536,282.1,0.0,33.3,36.2,11.6,13.5,5.4,18.9,69.5,1.7,88.0,526.4,539.9,541.1,32.6,497.8,583.1,46.0,23.0,2.56,-2.0,1,1
2933,Buchberg,SH,SH_H2,2,5.0238805208462765,151.0,0.0,29.8,37.6,13.2,15.0,4.4,19.4,67.4,1.5,0.0,526.4,539.9,541.1,32.6,497.8,583.1,46.0,23.0,2.56,-2.0,0,0
2936,Merishausen,SH,SH_H2,2,3.960813169597578,51.5,0.0,27.7,35.2,13.2,17.3,6.6,23.9,62.900000000000006,0.7,6.0,526.4,539.9,541.1,32.6,497.8,583.1,46.0,23.0,2.56,-2.0,0,0
2937,Neuhausen am Rheinfall,SH,SH_H1,1,7.300000048919446,1479.3,1.0,44.1,29.3,11.0,10.6,5.1,15.7,73.4,4.5,507.0,561.6,573.8,569.4,32.0,528.0,612.2,41.6,23.0,2.17,-2.0,1,1
2938,Rüdlingen,SH,SH_H2,2,5.003274939689963,147.9,0.0,30.3,38.1,12.0,13.4,6.2,19.6,68.4,1.5,0.0,526.4,539.9,541.1,32.6,497.8,583.1,46.0,23.0,2.56,-2.0,1,1
2939,Schaffhausen,SH,SH_H1,1,6.837332814685591,931.0,0.0,42.6,31.4,11.1,10.3,4.6,14.9,74.0,3.8,1471.0,561.6,573.8,569.4,32.0,528.0,612.2,41.6,23.0,2.17,-2.0,1,1
2951,Beggingen,SH,SH_H2,2,3.6788291182604347,38.6,0.0,36.7,36.2,11.8,9.0,6.3,15.3,72.9,1.5,0.0,526.4,539.9,541.1,32.6,497.8,583.1,46.0,23.0,2.56,-2.0,0,0
2952,Schleitheim,SH,SH_H2,2,4.457829598089382,85.3,0.0,33.9,34.9,13.0,9.9,8.3,18.200000000000003,68.8,2.7,49.0,526.4,539.9,541.1,32.6,497.8,583.1,46.0,23.0,2.56,-2.0,1,1
2953,Siblingen,SH,SH_H2,2,4.557029810660157,94.3,0.0,31.3,40.5,11.2,12.7,4.2,16.9,71.8,1.3,12.0,526.4,539.9,541.1,32.6,497.8,583.1,46.0,23.0,2.56,-2.0,0,0
2961,Buch (SH),SH,SH_H2,2,4.493120682179469,88.4,0.0,28.3,43.4,20.4,5.3,2.6,7.9,71.7,1.5,0.0,526.4,539.9,541.1,32.6,497.8,583.1,46.0,23.0,2.56,-2.0,0,0
2962,Hemishofen,SH,SH_H2,2,4.151039905898646,62.5,0.0,27.6,43.4,12.7,13.1,3.2,16.3,71.0,1.5,0.0,526.4,539.9,541.1,32.6,497.8,583.1,46.0,23.0,2.56,-2.0,0,0
2963,Ramsen,SH,SH_H2,2,4.817050545023591,122.6,0.0,31.0,37.3,14.2,11.8,5.7,17.5,68.3,1.3,21.0,526.4,539.9,541.1,32.6,497.8,583.1,46.0,23.0,2.56,-2.0,0,0
2964,Stein am Rhein,SH,SH_H2,2,6.480197924399157,651.1,0.0,39.9,36.8,11.8,8.5,3.0,11.5,76.69999999999999,2.2,77.0,526.4,539.9,541.1,32.6,497.8,583.1,46.0,23.0,2.56,-2.0,0,0
2971,Hallau,SH,SH_H2,2,5.0701612734102826,158.2,0.0,34.0,35.8,12.0,11.7,6.5,18.2,69.8,1.2,28.0,526.4,539.9,541.1,32.6,497.8,583.1,46.0,23.0,2.56,-2.0,0,0
2972,Oberhallau,SH,SH_H2,2,4.335982696172475,75.4,0.0,26.8,39.5,13.7,13.7,6.3,20.0,66.3,1.6,7.0,526.4,539.9,541.1,32.6,497.8,583.1,46.0,23.0,2.56,-2.0,0,0
2973,Trasadingen,SH,SH_H2,2,5.01396308418893,149.5,0.0,33.1,40.2,11.0,8.9,6.8,15.7,73.30000000000001,3.0,19.0,526.4,539.9,541.1,32.6,497.8,583.1,46.0,23.0,2.56,-2.0,0,0
2974,Wilchingen,SH,SH_H2,2,4.423648309364701,82.4,0.0,29.7,41.8,10.9,10.4,7.3,17.7,71.5,1.7,30.0,526.4,539.9,541.1,32.6,497.8,583.1,46.0,23.0,2.56,-2.0,0,0
3201,Häggenschwil,SG,SG_H2,2,5.063860055333554,157.2,0.0,23.5,35.0,12.4,18.9,10.2,29.099999999999998,58.5,0.4,6.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,1,1
3202,Muolen,SG,SG_H2,2,4.816241156068032,122.5,0.0,26.2,35.2,13.3,15.5,9.7,25.2,61.400000000000006,1.5,19.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3203,St. Gallen,SG,SG_H1,1,7.602700841483462,2002.6,1.0,46.8,29.1,10.4,9.3,4.4,13.700000000000001,75.9,3.8,2965.0,548.2,564.1,560.0,35.6,526.6,604.5,42.6,25.0,2.9,-2.0,0,0
3204,Wittenbach,SG,SG_H2,2,6.724192952752049,831.3,0.0,34.3,33.1,12.4,13.9,6.3,20.2,67.4,2.7,272.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3211,Berg (SG),SG,SG_H2,2,5.619313318029751,274.7,0.0,20.4,39.2,14.2,17.2,9.0,26.2,59.6,1.5,0.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3212,Eggersriet,SG,SG_H2,2,5.614951260949585,273.5,0.0,27.8,38.5,10.8,15.8,7.1,22.9,66.3,0.5,12.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3213,Goldach,SG,SG_H2,2,7.639209293696669,2077.1,1.0,36.2,34.4,12.8,12.0,4.7,16.7,70.6,1.8,175.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3214,Mörschwil,SG,SG_H2,2,5.924523141354101,373.1,0.0,27.4,37.4,13.6,15.5,6.2,21.7,64.8,0.3,10.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3215,Rorschach,SG,SG_H2,2,8.660929832894624,5771.9,1.0,47.6,28.5,10.2,8.9,4.8,13.7,76.1,2.4,239.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3216,Rorschacherberg,SG,SG_H2,2,6.993290567088399,1088.3,1.0,33.0,36.7,13.2,12.2,4.8,17.0,69.7,1.5,117.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3217,Steinach,SG,SG_H2,2,6.6806037062703885,795.8,0.0,35.4,35.8,10.9,12.6,5.3,17.9,71.19999999999999,1.0,35.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3218,Tübach,SG,SG_H2,2,6.692083742506628,805.0,0.0,29.1,36.0,11.4,16.7,6.8,23.5,65.1,0.5,8.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,1,1
3219,Untereggen,SG,SG_H2,2,4.9849755473156785,145.2,0.0,21.1,41.9,16.5,11.9,8.7,20.6,63.0,1.5,0.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3231,Au (SG),SG,SG_H2,2,7.5264482736171345,1855.5,1.0,36.4,32.9,12.6,12.4,5.7,18.1,69.3,1.8,149.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3232,Balgach,SG,SG_H3,3,6.684736719856078,799.1,0.0,33.7,35.4,11.5,12.9,6.5,19.4,69.1,0.4,23.0,490.8,506.6,504.4,33.1,473.2,554.0,37.1,25.0,3.22,-2.0,0,0
3233,Berneck,SG,SG_H3,3,6.571163035160348,713.2,0.0,33.6,34.9,12.4,12.9,6.2,19.1,68.5,1.3,50.0,490.8,506.6,504.4,33.1,473.2,554.0,37.1,25.0,3.22,-2.0,0,0
3234,Diepoldsau,SG,SG_H3,3,6.4261647804844815,616.8,0.0,29.5,34.3,13.4,15.6,7.2,22.8,63.8,0.8,54.0,490.8,506.6,504.4,33.1,473.2,554.0,37.1,25.0,3.22,-2.0,0,0
3235,Rheineck,SG,SG_H2,2,7.372118028337787,1590.0,1.0,38.3,33.6,11.1,11.0,6.1,17.1,71.9,2.3,81.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3236,St. Margrethen,SG,SG_H2,2,6.886429492267385,977.9,0.0,36.2,30.7,12.6,12.4,8.0,20.4,66.9,1.6,107.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3237,Thal,SG,SG_H2,2,6.606379879398354,738.8,0.0,32.7,37.3,11.7,12.6,5.7,18.3,70.0,1.0,70.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3238,Widnau,SG,SG_H3,3,7.811001297335483,2466.6,1.0,32.7,33.5,14.4,13.6,5.9,19.5,66.2,0.9,98.0,490.8,506.6,504.4,33.1,473.2,554.0,37.1,25.0,3.22,-2.0,0,0
3251,Altstätten,SG,SG_H3,3,5.767695800399854,318.8,0.0,38.1,32.8,11.0,11.1,6.9,18.0,70.9,0.9,116.0,490.8,506.6,504.4,33.1,473.2,554.0,37.1,25.0,3.22,-2.0,0,0
3252,Eichberg,SG,SG_H3,3,5.697764402330638,297.2,0.0,27.9,34.5,13.1,17.4,7.2,24.599999999999998,62.4,1.5,0.0,490.8,506.6,504.4,33.1,473.2,554.0,37.1,25.0,3.22,-2.0,1,1
3253,Marbach (SG),SG,SG_H3,3,6.206979071257701,495.2,0.0,29.7,35.9,13.2,14.9,6.3,21.2,65.6,0.6,13.0,490.8,506.6,504.4,33.1,473.2,554.0,37.1,25.0,3.22,-2.0,0,0
3254,Oberriet (SG),SG,SG_H3,3,5.605434351638425,270.9,0.0,29.7,34.5,13.0,14.6,8.3,22.9,64.2,0.3,28.0,490.8,506.6,504.4,33.1,473.2,554.0,37.1,25.0,3.22,-2.0,0,0
3255,Rebstein,SG,SG_H3,3,7.054017785960389,1156.5,1.0,35.2,34.5,12.2,12.7,5.5,18.2,69.7,1.7,84.0,490.8,506.6,504.4,33.1,473.2,554.0,37.1,25.0,3.22,-2.0,0,0
3256,Rüthi (SG),SG,SG_H3,3,5.6461533618195645,282.2,0.0,30.0,37.4,12.2,13.3,7.2,20.5,67.4,1.5,0.0,490.8,506.6,504.4,33.1,473.2,554.0,37.1,25.0,3.22,-2.0,0,0
3271,Buchs (SG),SG,SG_H2,2,6.781171126872684,880.1,0.0,37.2,30.6,12.0,12.7,7.5,20.2,67.80000000000001,1.1,160.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3272,Gams,SG,SG_H3,3,5.126342101808226,167.4,0.0,28.2,35.1,12.8,15.4,8.5,23.9,63.3,1.1,41.0,490.8,506.6,504.4,33.1,473.2,554.0,37.1,25.0,3.22,-2.0,0,0
3273,Grabs,SG,SG_H3,3,4.927253685157205,137.0,0.0,33.3,33.1,12.5,13.4,7.7,21.1,66.4,1.3,94.0,490.8,506.6,504.4,33.1,473.2,554.0,37.1,25.0,3.22,-2.0,0,0
3274,Sennwald,SG,SG_H3,3,5.0330488889331555,152.4,0.0,34.1,36.1,11.7,11.6,6.5,18.1,70.2,0.8,53.0,490.8,506.6,504.4,33.1,473.2,554.0,37.1,25.0,3.22,-2.0,0,0
3275,Sevelen,SG,SG_H2,2,5.1896179496246955,178.4,0.0,35.8,31.1,12.0,14.3,6.8,21.1,66.9,1.7,92.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3276,Wartau,SG,SG_H2,2,4.90527477843843,134.0,0.0,33.8,33.3,12.5,12.5,7.8,20.3,67.1,1.7,95.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3291,Bad Ragaz,SG,SG_H2,2,5.604330395684541,270.6,0.0,40.9,32.5,10.4,11.3,4.9,16.200000000000003,73.4,0.8,57.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3292,Flums,SG,SG_H2,2,4.289088639014612,71.9,0.0,36.0,32.4,11.0,12.9,7.7,20.6,68.4,0.9,50.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3293,Mels,SG,SG_H2,2,4.247065649239764,68.9,0.0,31.9,33.5,13.2,13.9,7.5,21.4,65.4,1.4,134.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3294,Pfäfers,SG,SG_H2,2,2.6100697927420065,12.6,0.0,35.5,35.0,10.5,11.4,7.6,19.0,70.5,1.8,29.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3295,Quarten,SG,SG_H2,2,3.937690752176724,50.3,0.0,37.8,35.6,10.3,9.8,6.4,16.200000000000003,73.4,0.6,19.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3296,Sargans,SG,SG_H2,2,6.551508814661472,699.3,0.0,36.5,33.2,11.3,12.5,6.6,19.1,69.7,0.9,59.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3297,Vilters-Wangs,SG,SG_H2,2,5.059425458265688,156.5,0.0,30.6,35.8,11.8,14.7,7.2,21.9,66.4,0.7,34.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3298,Walenstadt,SG,SG_H2,2,4.8721392168423305,129.6,0.0,36.4,33.8,11.1,12.6,6.2,18.8,70.19999999999999,0.5,30.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3311,Amden,SG,SG_H2,2,3.8110970868381857,44.2,0.0,36.7,39.1,9.4,9.8,5.0,14.8,75.80000000000001,0.5,10.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3312,Benken (SG),SG,SG_H2,2,5.2332453698043215,186.4,0.0,27.6,34.8,11.5,15.7,10.4,26.1,62.4,0.8,24.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3313,Kaltbrunn,SG,SG_H2,2,5.6153154933338705,273.6,0.0,32.9,32.8,12.0,14.8,7.5,22.3,65.69999999999999,1.9,99.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3315,Schänis,SG,SG_H2,2,4.659658371272161,104.6,0.0,28.2,34.0,13.9,15.2,8.8,24.0,62.2,2.2,90.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3316,Weesen,SG,SG_H2,2,5.8650506222523235,351.5,0.0,37.1,36.8,9.6,11.9,4.7,16.6,73.9,1.0,19.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,1,1
3338,Schmerikon,SG,SG_H2,2,6.90875477931522,1000.0,0.0,32.2,36.1,12.9,12.6,6.1,18.7,68.30000000000001,1.2,50.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3339,Uznach,SG,SG_H2,2,6.839904612073963,933.4,0.0,29.8,34.4,12.8,14.6,8.4,23.0,64.2,1.7,122.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3340,Rapperswil-Jona,SG,SG_H2,2,7.165416192321907,1292.9,1.0,36.0,33.8,13.0,12.7,4.6,17.299999999999997,69.8,1.6,447.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3341,Gommiswald,SG,SG_H2,2,5.1428324637076415,170.2,0.0,31.7,36.7,12.0,13.9,5.6,19.5,68.4,0.7,41.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3342,Eschenbach (SG),SG,SG_H2,2,5.236441962829949,187.0,0.0,30.2,35.8,13.3,13.7,7.0,20.7,66.0,1.2,126.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3352,Ebnat-Kappel,SG,SG_H3,3,4.81380905109942,122.2,0.0,35.3,35.0,11.2,11.8,6.8,18.6,70.3,1.6,79.0,490.8,506.6,504.4,33.1,473.2,554.0,37.1,25.0,3.22,-2.0,0,0
3359,Wildhaus-Alt St. Johann,SG,SG_H3,3,3.4242626545931514,29.7,0.0,41.4,33.4,7.7,8.5,9.0,17.5,74.8,0.5,12.0,490.8,506.6,504.4,33.1,473.2,554.0,37.1,25.0,3.22,-2.0,0,0
3360,Nesslau,SG,SG_H3,3,3.7612001156935624,42.0,0.0,37.4,36.1,8.2,10.1,8.3,18.4,73.5,1.2,47.0,490.8,506.6,504.4,33.1,473.2,554.0,37.1,25.0,3.22,-2.0,1,1
3374,Lichtensteig,SG,SG_H3,3,6.633581556555148,759.2,0.0,43.2,32.6,10.3,8.9,5.1,14.0,75.80000000000001,1.5,32.0,490.8,506.6,504.4,33.1,473.2,554.0,37.1,25.0,3.22,-2.0,0,0
3379,Wattwil,SG,SG_H3,3,5.19351225218191,179.1,0.0,37.6,33.4,10.8,10.8,7.4,18.200000000000003,71.0,2.6,235.0,490.8,506.6,504.4,33.1,473.2,554.0,37.1,25.0,3.22,-2.0,0,0
3392,Kirchberg (SG),SG,SG_H2,2,5.443283136798223,230.2,0.0,30.8,32.3,12.9,15.2,8.9,24.1,63.099999999999994,2.8,274.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3393,Lütisburg,SG,SG_H3,3,4.768139014266231,116.7,0.0,26.5,37.9,9.4,14.4,11.8,26.200000000000003,64.4,1.1,18.0,490.8,506.6,504.4,33.1,473.2,554.0,37.1,25.0,3.22,-2.0,0,0
3394,Mosnang,SG,SG_H3,3,4.0943445622221,59.0,0.0,25.5,36.8,11.7,13.4,12.6,26.0,62.3,0.7,20.0,490.8,506.6,504.4,33.1,473.2,554.0,37.1,25.0,3.22,-2.0,0,0
3395,Bütschwil-Ganterschwil,SG,SG_H3,3,5.502889532276811,244.4,0.0,32.7,33.0,12.4,12.4,9.4,21.8,65.7,1.5,77.0,490.8,506.6,504.4,33.1,473.2,554.0,37.1,25.0,3.22,-2.0,0,0
3396,Neckertal,SG,SG_H3,3,4.37449836825309,78.4,0.0,31.3,37.3,11.0,10.4,10.0,20.4,68.6,1.8,116.0,490.8,506.6,504.4,33.1,473.2,554.0,37.1,25.0,3.22,-2.0,0,0
3401,Degersheim,SG,SG_H3,3,5.677438499316599,291.2,0.0,34.6,31.4,12.0,12.0,9.9,21.9,66.0,2.4,101.0,490.8,506.6,504.4,33.1,473.2,554.0,37.1,25.0,3.22,-2.0,0,0
3402,Flawil,SG,SG_H2,2,6.832923968359133,926.9,0.0,36.2,32.9,11.2,12.5,7.2,19.7,69.1,3.6,388.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3405,Jonschwil,SG,SG_H2,2,5.897703167293508,363.2,0.0,26.8,36.2,13.3,15.5,8.2,23.7,63.0,0.7,29.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3407,Oberuzwil,SG,SG_H2,2,6.1735777488642,478.9,0.0,30.5,33.6,12.7,14.9,8.3,23.200000000000003,64.1,1.1,74.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3408,Uzwil,SG,SG_H2,2,6.914234245079846,1005.5,1.0,33.1,33.3,12.1,13.1,8.5,21.6,66.4,1.4,203.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3422,Niederbüren,SG,SG_H1,1,4.579852378003801,96.5,0.0,21.7,37.0,12.2,17.4,11.7,29.099999999999998,58.7,0.6,9.0,548.2,564.1,560.0,35.6,526.6,604.5,42.6,25.0,2.9,-2.0,0,0
3423,Niederhelfenschwil,SG,SG_H1,1,5.308267697401205,201.0,0.0,22.9,34.8,13.8,18.1,10.5,28.6,57.699999999999996,0.6,18.0,548.2,564.1,560.0,35.6,526.6,604.5,42.6,25.0,2.9,-2.0,0,0
3424,Oberbüren,SG,SG_H1,1,5.589493328254074,266.6,0.0,28.6,35.7,12.6,14.9,8.3,23.200000000000003,64.30000000000001,0.5,24.0,548.2,564.1,560.0,35.6,526.6,604.5,42.6,25.0,2.9,-2.0,0,0
3426,Zuzwil (SG),SG,SG_H1,1,6.331679770008029,561.1,0.0,27.0,39.2,12.5,15.6,5.7,21.3,66.2,0.4,19.0,548.2,564.1,560.0,35.6,526.6,604.5,42.6,25.0,2.9,-2.0,0,0
3427,Wil (SG),SG,SG_H1,1,7.098540914188221,1209.2,1.0,38.2,32.4,11.4,11.7,6.2,17.9,70.6,3.2,810.0,548.2,564.1,560.0,35.6,526.6,604.5,42.6,25.0,2.9,-2.0,1,1
3441,Andwil (SG),SG,SG_H2,2,5.83129579495516,339.8,0.0,24.2,34.5,13.3,19.4,8.5,27.9,58.7,0.5,11.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3442,Gaiserwald,SG,SG_H1,1,6.537995095494749,689.9,0.0,30.6,35.8,12.9,15.0,5.8,20.8,66.4,1.5,131.0,548.2,564.1,560.0,35.6,526.6,604.5,42.6,25.0,2.9,-2.0,0,0
3443,Gossau (SG),SG,SG_H1,1,6.519589667952034,677.3,0.0,35.9,34.1,11.4,12.8,5.9,18.700000000000003,70.0,1.5,281.0,548.2,564.1,560.0,35.6,526.6,604.5,42.6,25.0,2.9,-2.0,0,0
3444,Waldkirch,SG,SG_H2,2,4.745801315727837,114.1,0.0,24.0,34.4,12.2,17.7,11.7,29.4,58.4,1.9,66.0,509.4,525.5,523.6,31.6,488.6,561.3,40.0,25.0,3.16,-2.0,0,0
3506,Vaz/Obervaz,GR,GR_H3,3,4.178992036282385,64.3,0.0,44.6,31.2,9.5,11.1,3.4,14.5,75.8,0.2,6.0,472.3,494.1,497.2,39.3,436.7,540.7,54.8,24.0,4.62,-3.0,0,0
3513,Lantsch/Lenz,GR,GR_H3,3,3.2108436531709366,23.8,0.0,46.1,34.8,4.1,12.7,2.2,14.899999999999999,80.9,1.5,0.0,472.3,494.1,497.2,39.3,436.7,540.7,54.8,24.0,4.62,-3.0,0,0
3514,Schmitten (GR),GR,GR_H3,3,2.9496883350525844,18.1,0.0,47.7,34.6,8.4,6.5,2.8,9.3,82.30000000000001,0.0,0.0,472.3,494.1,497.2,39.3,436.7,540.7,54.8,24.0,4.62,-3.0,0,0
